laureate_name,nobel_api_id,prize_categories,prize_years,prize_subfields,award_summaries,preferred_title,original_title,first_publication_year,role,coauthors_or_coeditors,work_type,technicality_score,audience_level,review_status,relationship_confidence,overall_confidence,edition_count,languages,isbn13s,dois,oclc_numbers,wikidata_qid,openlibrary_work_id,source_count,source_urls,notes
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Ascent to the zenith was magnificent, denouement was a bit difficult",,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,36941480,,OL43613860W,1,https://openlibrary.org/books/OL59452725M|https://openlibrary.org/works/OL43613860W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Bibliography of Viliuisk encephalomyelitis in the Iakut people of Siberia,,1986,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474882W,1,https://openlibrary.org/books/OL2494128M|https://openlibrary.org/works/OL2474882W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Bibliography of hemorrhagic fever with renal syndrome,,1987,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,,,18110346,,OL2474915W,1,https://openlibrary.org/books/OL13959846M|https://openlibrary.org/books/OL14648159M|https://openlibrary.org/works/OL2474915W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Bibliography of hemorrhagic fever with renal syndrome (muroid virus nephropathy),,1983,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,,,,,OL2474916W,1,https://openlibrary.org/books/OL13565010M|https://openlibrary.org/books/OL13801317M|https://openlibrary.org/works/OL2474916W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Bibliography of kuru,,1970,author,,unknown,0.35,unknown,needs_review,0.65,0.45,3,en,,,14420700|1731116,,OL12606004W,1,https://openlibrary.org/books/OL19011971M|https://openlibrary.org/books/OL4854102M|https://openlibrary.org/books/OL5739477M|https://openlibrary.org/books/OL58346584M|https://openlibrary.org/works/OL12606004W|https://openlibrary.org/works/OL2474917W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Bibliography of kuru [by] D. Carleton Gajdusek and Michael P. Alpers.,,1970,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474881W,1,https://openlibrary.org/books/OL18402276M|https://openlibrary.org/works/OL2474881W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Calcium deficiency induced secondary hyperparathyroidism and resultant CNS deposition of calcium and other metallic cations as the cause of ALS and PD in high incidence among the Auyu and Jakai people in West New Guinea,,1985,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474883W,1,https://openlibrary.org/books/OL14906073M|https://openlibrary.org/works/OL2474883W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,China journal,,1983,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,37173521,,OL45161070W,1,https://openlibrary.org/books/OL61582341M|https://openlibrary.org/works/OL45161070W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Chronic dementia caused by small unconventional viruses appartently containing no nucleic acid.,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,,OL2474884W,1,https://openlibrary.org/books/OL22050876M|https://openlibrary.org/works/OL2474884W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Colombian expeditions to the Noanama Indians of the Rio Siguirisua,,1972,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,,,608894,,OL2474918W,1,https://openlibrary.org/books/OL14331924M|https://openlibrary.org/books/OL22988932M|https://openlibrary.org/works/OL2474918W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Correspondence on the discovery and original investigations on kuru,,1976,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,,,OL2474885W,1,https://openlibrary.org/books/OL13564247M|https://openlibrary.org/works/OL2474885W,essay indicators: correspondence
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Curriculum vitae, lectures and awards, journals, published papers, index to published papers",,2005,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,60750910,,OL24097958W,1,https://openlibrary.org/books/OL31794209M|https://openlibrary.org/works/OL24097958W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Duodeca-log,,1990,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,34526594,,OL43396862W,1,https://openlibrary.org/books/OL59106962M|https://openlibrary.org/works/OL43396862W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Foci of motor neuron disease in high incidence in isolated populations of East Asia and the western Pacific,,1982,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,491346761,,OL33315636W,1,https://openlibrary.org/books/OL45216700M|https://openlibrary.org/works/OL33315636W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Història de la Vaca Boja,,2001,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,cat,9788479358150,,,,OL25637157W,1,https://openlibrary.org/books/OL34404590M|https://openlibrary.org/works/OL25637157W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Interference with axonal transport of neurofilament as the common etiology and pathogenesis of neurofibrillary tangles, amyotrophic lateral sclerosis, parkinsonism-dementia, and many other degenerations of the CNS",,1985,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474887W,1,https://openlibrary.org/books/OL14906104M|https://openlibrary.org/works/OL2474887W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Jail journal,,2000,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,53079204,,OL39570574W,1,https://openlibrary.org/books/OL53833788M|https://openlibrary.org/works/OL39570574W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Jail journal, April 29, 1997 to April 27, 1998",,2002,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474888W,1,https://openlibrary.org/books/OL3771019M|https://openlibrary.org/works/OL2474888W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Journal from Amazonia to New Guinea on the road to Kuru and the Kukukuku,,2001,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,48993916,,OL39013830W,1,https://openlibrary.org/books/OL53119876M|https://openlibrary.org/works/OL39013830W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of Further Explorations in the Kuru Region and in the Kukukuku Country, Eastern Highlands of Eastern New Guinea and of a Return to West New ... 25, 1963 to May 4, 1964",,2018,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,9781332267163,,,,OL32261221W,1,https://openlibrary.org/books/OL44007961M|https://openlibrary.org/works/OL32261221W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Journal of a medical and population genetic survey expedition of the research vessel Alpha Helix,,1985,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,501407994,,OL33641898W,1,https://openlibrary.org/books/OL45599527M|https://openlibrary.org/works/OL33641898W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a medical and population genetic survey expedition of the research vessel Alpha Helix to the Banks and Torres Islands of the New Hebrides, Southern Islands of the British Solomon Islands protectorate, and Pingelap Atoll, Eastern Caroline Islands",,1985,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,12609409,,OL24960633W,1,https://openlibrary.org/books/OL33180547M|https://openlibrary.org/works/OL24960633W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a trip to the Shepherd, Banks, and Torres Islands and to Espiritu Santo and Efate in the New Hebrides, November 15, 1963, to December 25, 1963",,1973,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474894W,1,https://openlibrary.org/books/OL5167712M|https://openlibrary.org/works/OL2474894W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a trip to the Shepherd, Banks, and Torres Islands, and to Espiritu Santo, and Efate in the New Hebrides, November 15, 1963 to December 24, 1963",,1965,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,211769,,OL2474893W,1,https://openlibrary.org/books/OL4922719M|https://openlibrary.org/works/OL2474893W,essay indicators: essays
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a year of disenchantment, January 1, 1994 to December 31, 1994",,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,36941481,,OL43613875W,1,https://openlibrary.org/books/OL59452744M|https://openlibrary.org/works/OL43613875W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a year of travels and medical invesitgations in the United States, India, Australia, Japan, Papua New Guinea, West New Guinea, France, Columbia, Sweden; and journeys to Switzerland and France with my New Guinean son, Sena; and across the U.S. with Ten Mikes and Moros, January 1, 1982 to December 31, 1982",,1993,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,153875341,,OL44385299W,1,https://openlibrary.org/books/OL60641307M|https://openlibrary.org/works/OL44385299W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of a year of travels and medical investigations in the United States, India, Australia, Japan, Papua New Guinea, West New Guinea, France, Columbia [i.e. Colombia], Sweden",,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,36556144,,OL2474895W,1,https://openlibrary.org/books/OL748591M|https://openlibrary.org/works/OL2474895W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Journal of an expedition in the Libyan Sahara to Kufra,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,,OL2474889W,1,https://openlibrary.org/books/OL22108764M|https://openlibrary.org/works/OL2474889W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of an expedition in the Libyan Sahara to Kufra, October 9 to November 14, 1960",,1971,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,8280925,,OL2474890W,1,https://openlibrary.org/books/OL4853406M|https://openlibrary.org/works/OL2474890W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Journal of an expedition to the Western Caroline Islands,,1961,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,,,14493534|14550144,,OL33472853W,1,https://openlibrary.org/books/OL45388892M|https://openlibrary.org/books/OL58331267M|https://openlibrary.org/works/OL33472853W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of an expedition to the western Caroline Islands, August 26 to October 6, 1964",,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL2474891W,1,https://openlibrary.org/books/OL4729449M|https://openlibrary.org/works/OL2474891W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of an expedition to the western Caroline Islands, September 4 to October 1, 1961",,1962,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,212665,,OL2474892W,1,https://openlibrary.org/books/OL5713574M|https://openlibrary.org/works/OL2474892W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Journal of continued quest for the etiology of Kuru with return to New Guinea,,2001,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,52398009,,OL33235579W,1,https://openlibrary.org/books/OL45125623M|https://openlibrary.org/works/OL33235579W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of expeditions to the Soviet Union, Africa, the islands of Madagascar",,1971,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,700507,,OL2474896W,1,https://openlibrary.org/books/OL5391016M|https://openlibrary.org/works/OL2474896W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Journal of further explorations in the Kuru Region and in the Kukukuku Country, Eastern Highlands of Eastern New Guinea and of a return to West New Guinea",,1980,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,7592175,,OL2474897W,1,https://openlibrary.org/books/OL3919827M|https://openlibrary.org/works/OL2474897W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Kuru,,1981,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,9780890043592,,6665837,,OL18288030W,1,https://openlibrary.org/books/OL4748918M|https://openlibrary.org/works/OL18288030W,"essay indicators: letters, correspondence"
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Kuru epidemiological patrol from the New Guinea highlands to Papua, August 21, 1957 to November 10, 1957",,1963,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,138851,,OL2474898W,1,https://openlibrary.org/books/OL4471229M|https://openlibrary.org/works/OL2474898W,essay indicators: essays
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Kuru epidemiological patrols from the New Guinea highlands to Papua,,1958,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,624404774,,OL44627533W,1,https://openlibrary.org/books/OL60961822M|https://openlibrary.org/works/OL44627533W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Melanesian and Micronesian journal,,1993,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,29532336,,OL2474900W,1,https://openlibrary.org/books/OL1207094M|https://openlibrary.org/works/OL2474900W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Melanesian and Micronesian journals,,1993,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,31924323,,OL43448342W,1,https://openlibrary.org/books/OL59210416M|https://openlibrary.org/works/OL43448342W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Melanesian journal,,1993,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,43369439,,OL45507771W,1,https://openlibrary.org/books/OL61993466M|https://openlibrary.org/works/OL45507771W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Melanesian journal,,1973,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,,,22815163|3206939,,OL2474919W,1,https://openlibrary.org/books/OL1987238M|https://openlibrary.org/books/OL5166015M|https://openlibrary.org/works/OL2474919W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Melanesian, Indonesian, and Malaysian expedition",,1988,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,22221260,,OL2474899W,1,https://openlibrary.org/books/OL1987492M|https://openlibrary.org/works/OL2474899W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,New Guinea journal,,1963,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,12189569,,OL2474901W,1,https://openlibrary.org/books/OL5969017M|https://openlibrary.org/works/OL2474901W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"New Guinea journal, October 2, 1961 to August 4, 1962",,1968,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,123642,,OL2474902W,1,https://openlibrary.org/books/OL4693245M|https://openlibrary.org/works/OL2474902W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"New Guinea, Philippine and Indonesian journal 1980",,1981,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,18007295,,OL37344920W,1,https://openlibrary.org/books/OL50331246M|https://openlibrary.org/works/OL37344920W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Paraguayan Indian expeditions to the Guayaki and Chako Indians, August 25, 1963 to September 28, 1963",,1963,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,8566975,,OL2474903W,1,https://openlibrary.org/books/OL5934879M|https://openlibrary.org/works/OL2474903W,essay indicators: essays
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Physician investigator VI,,2001,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,311056181,,OL39390474W,1,https://openlibrary.org/books/OL3468927M|https://openlibrary.org/books/OL53604037M|https://openlibrary.org/works/OL2474904W|https://openlibrary.org/works/OL39390474W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Research films for the study of child growth and development and disease patterns in primitive cultures,,1963,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,25319679,,OL42828834W,1,https://openlibrary.org/books/OL58335066M|https://openlibrary.org/works/OL42828834W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Sections of the 1993 journal of D. Carleton Gajdusek, relating to studies of kuru, population genetics, and male pseudohermaphroditism in Papua New Guinea and rediscovery of persistent high incidence amyotrophic lateral sclerosis, Parkinsonism-dementia in the West New Guinea (Irian Jaya, Indonesia)",,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,40995867,,OL2474905W,1,https://openlibrary.org/books/OL582078M|https://openlibrary.org/works/OL2474905W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Slow, latent, and temperate virus infections",,1965,author,,technical_monograph,0.57,graduate,needs_review,0.65,0.65,1,en,,,14479873,,OL2474906W,1,https://openlibrary.org/books/OL14754485M|https://openlibrary.org/works/OL2474906W,technical indicators: monograph; graduate audience indicators: monograph
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Solomon Island, New Britain, and east New Guinea journal, January 7, 1960 to May 6, 1960",,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,14550279,,OL2474907W,1,https://openlibrary.org/books/OL5350684M|https://openlibrary.org/works/OL2474907W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"South Pacific expedition to the New Hebrides and to the Fore, Kukukuku and Genatei peoples of New Guinea, January 26, 1967 to May 12, 1967",,1982,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,10008114,,OL42315928W,1,https://openlibrary.org/books/OL57398482M|https://openlibrary.org/works/OL42315928W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"South Pacific expedition to the New Hebrides and to the Fore, Kukukuku, and Genatei peoples of New Guinea, January 26, 1967 to May 12, 1967",,1967,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,196624,,OL2474908W,1,https://openlibrary.org/books/OL4587112M|https://openlibrary.org/works/OL2474908W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Studies of mind, brain, sex, and language",,1995,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,33366897,,OL43808399W,1,https://openlibrary.org/books/OL59718871M|https://openlibrary.org/works/OL43808399W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Studies on kuru,,1961,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,16322972,,OL44778030W,1,https://openlibrary.org/books/OL61136052M|https://openlibrary.org/works/OL44778030W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Stumbling along the tortuous road to unanticipated nobility,,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,38910286,,OL2474909W,1,https://openlibrary.org/books/OL743437M|https://openlibrary.org/works/OL2474909W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Summary,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,,OL2474910W,1,https://openlibrary.org/books/OL22050881M|https://openlibrary.org/works/OL2474910W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,The decline and fall of Prospect Hill,,1991,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,28822585,,OL44315572W,1,https://openlibrary.org/books/OL60561105M|https://openlibrary.org/works/OL44315572W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,The decline and fall of prospect hill,,1990,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,,,OL2474886W,1,https://openlibrary.org/books/OL750258M|https://openlibrary.org/works/OL2474886W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Unconventional viruses causing the spongiform virus encephalopathies,,1979,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,5226352,,OL2474920W,1,https://openlibrary.org/books/OL14904267M|https://openlibrary.org/books/OL17648773M|https://openlibrary.org/works/OL2474920W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Valokeilaluento and Arctic Saami to Stone Age AWYU victims of ALS/PD on the Upper Edera in West New Guinea and from volcanic Atlantic Islands to Jamaica and Cuba, the Gobi Desert, and Siberia in an attempted escape from senility into the Arctic, Oceania, and East Asia, January 1, 1993 to December 31, 1993",,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,37792670,,OL2474911W,1,https://openlibrary.org/books/OL734005M|https://openlibrary.org/works/OL2474911W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Viliuisk encephalomyelitis,,1996,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,35713269,,OL43258964W,1,https://openlibrary.org/books/OL58917579M|https://openlibrary.org/works/OL43258964W,reference indicators: reference; professional audience indicators: reference
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"West New Guinea journal, May 6, 1960 to July 10, 1960",,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,14548987,,OL33472856W,1,https://openlibrary.org/books/OL3134764M|https://openlibrary.org/books/OL45388895M|https://openlibrary.org/works/OL2474913W|https://openlibrary.org/works/OL33472856W,no decisive deterministic taxonomy indicator
D. Carleton Gajdusek,410,medicine,1976,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,"Western Pacific journal, 1978",,1988,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,21999716,,OL2474912W,1,https://openlibrary.org/books/OL749484M|https://openlibrary.org/works/OL2474912W,essay indicators: correspondence
David Baltimore,406,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Abstracts of papers presented at the meeting on RNA tumor viruses,,1977,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,3828653,,OL38445311W,1,https://openlibrary.org/books/OL52311407M|https://openlibrary.org/works/OL38445311W,no decisive deterministic taxonomy indicator
David Baltimore,406,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Harvey Lectures,,1976,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,9781483259895|9781483259994,,,,OL32402228W,1,https://openlibrary.org/books/OL44166882M|https://openlibrary.org/books/OL44176949M|https://openlibrary.org/works/OL32402228W,no decisive deterministic taxonomy indicator
David Baltimore,406,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Molecular cell biology,,2000,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,1,en,9780716737063,,48553325,,OL16620625W,1,https://openlibrary.org/books/OL22432038M|https://openlibrary.org/works/OL16620625W,technical indicators: molecular
David Baltimore,406,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,分子細胞生物学,,1989,author,,reference,0.67,professional,needs_review,0.65,0.65,1,jpn,9784807903177,,35563685,,OL44862799W,1,https://openlibrary.org/books/OL61234217M|https://openlibrary.org/works/OL44862799W,reference indicators: reference; professional audience indicators: reference
David Julius,997,medicine,2021,,for their discoveries of receptors for temperature and touch,Annual Review of Physiology,,,editor,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q567364,,1,https://www.wikidata.org/wiki/Q567364,no decisive deterministic taxonomy indicator
