canonical_work_id,edition_title,language,publication_date,publisher,edition_statement,format,isbn10,isbn13,doi,oclc,source_ids,confidence,source_urls,amazon_search_url,amazon_asin,amazon_marketplace,amazon_stars,amazon_review_count,amazon_observed_at,amazon_source_url,amazon_match_confidence
1466,Über die Interferenzeigenschaften des durch Kanalstrahlen emittierten Lichtes.,de,1926,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL18971007M,0.7,https://openlibrary.org/books/OL18971007M,https://www.amazon.com/s?k=%C3%9Cber+die+Interferenzeigenschaften+des+durch+Kanalstrahlen+emittierten+Lichtes.,,,,,,,
1571,Systematische Untersuchung über kompatible Feldgleichungen,de,1931,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL18971185M,0.7,https://openlibrary.org/books/OL18971185M,https://www.amazon.com/s?k=Systematische+Untersuchung+%C3%BCber+kompatible+Feldgleichungen,,,,,,,
1491,Die Plancksche Theorie der Strahlung und die Theorie der spezifischen Wärme.,de,1907,,,,,,,,openlibrary:OL18976635M,0.7,https://openlibrary.org/books/OL18976635M,https://www.amazon.com/s?k=Die+Plancksche+Theorie+der+Strahlung+und+die+Theorie+der+spezifischen+W%C3%A4rme.,,,,,,,
1456,"Bemerkungen zu unserer Arbeit: ""Über die elektromagnetischen Grundgleichungen für bewegte Körper""",de,1909,J.A. Barth,,,,,,,openlibrary:OL18976704M,0.7,https://openlibrary.org/books/OL18976704M,https://www.amazon.com/s?k=Bemerkungen+zu+unserer+Arbeit%3A+%22%C3%9Cber+die+elektromagnetischen+Grundgleichungen+f%C3%BCr+bewegte+K%C3%B6rper%22,,,,,,,
1463,Über die elektromagnetischen Grundgleichungen für bewegte Körper,de,1908,J.A. Barth,,,,,,,openlibrary:OL18978144M,0.7,https://openlibrary.org/books/OL18978144M,https://www.amazon.com/s?k=%C3%9Cber+die+elektromagnetischen+Grundgleichungen+f%C3%BCr+bewegte+K%C3%B6rper,,,,,,,
1440,[ Concept of space],en,1930,Science Co.,,,,,,,openlibrary:OL18978278M,0.7,https://openlibrary.org/books/OL18978278M,https://www.amazon.com/s?k=%5B+Concept+of+space%5D,,,,,,,
1537,Lettera a B. Croce,ita,1944,G. Laterza & figli,,,,,,3781615,openlibrary:OL189981M,0.7,https://openlibrary.org/books/OL189981M,https://www.amazon.com/s?k=Lettera+a+B.+Croce,,,,,,,
5052,Why socialism?,en,1972,Spartacus Books,,,,,,,openlibrary:OL19000977M,0.7,https://openlibrary.org/books/OL19000977M,https://www.amazon.com/s?k=Why+socialism%3F,,,,,,,
1768,Microwave spectroscopy,en,1955,McGraw-Hill,,,,,,536709,openlibrary:OL19003888M|openlibrary:OL6155879M,1.0,https://openlibrary.org/books/OL19003888M|https://openlibrary.org/books/OL6155879M,https://www.amazon.com/s?k=Microwave+spectroscopy,,,,,,,
1549,On the generalized theory,en,1950,W.H. Freeman,,,,,,,openlibrary:OL19120484M,0.7,https://openlibrary.org/books/OL19120484M,https://www.amazon.com/s?k=On+the+generalized+theory,,,,,,,
2012,Enzymatic synthesis of DNA.,en,1965,Wiley,,,,,,,openlibrary:OL19157087M,0.7,https://openlibrary.org/books/OL19157087M,https://www.amazon.com/s?k=Enzymatic+synthesis+of+DNA.,,,,,,,
2005,D.N.A. synthesis.,en,1974,W.H. Freeman,,,,,,,openlibrary:OL19158944M,0.7,https://openlibrary.org/books/OL19158944M,https://www.amazon.com/s?k=D.N.A.+synthesis.,,,,,,,
1768,Microwave spectroscopy [by] C.H. Townes [and] A.L. Schawlow.,en,1955,McGraw-Hill,,,,,,,openlibrary:OL19192942M,0.7,https://openlibrary.org/books/OL19192942M,https://www.amazon.com/s?k=Microwave+spectroscopy+%5Bby%5D+C.H.+Townes+%5Band%5D+A.L.+Schawlow.,,,,,,,
5095,X-rays in theory and experiment,en,1963,Van Nostrand,,,,,,,openlibrary:OL19193601M,0.7,https://openlibrary.org/books/OL19193601M,https://www.amazon.com/s?k=X-rays+in+theory+and+experiment,,,,,,,
1630,Die Grundlage der allgemeinen Relativitätstheorie,de,1973,Readex Microprint,,,,,,,openlibrary:OL19260659M,0.7,https://openlibrary.org/books/OL19260659M,https://www.amazon.com/s?k=Die+Grundlage+der+allgemeinen+Relativita%CC%88tstheorie,,,,,,,
5050,"Relativity,the special and the general theory",en,1960,Methuen,,,,,,,openlibrary:OL19260726M,0.7,https://openlibrary.org/books/OL19260726M,https://www.amazon.com/s?k=Relativity%2Cthe+special+and+the+general+theory,,,,,,,
1582,Zur Elektrodynamik bewegter körper...,de,1967,Readex Microprint,,,,,,,openlibrary:OL19260741M,0.7,https://openlibrary.org/books/OL19260741M,https://www.amazon.com/s?k=Zur+Elektrodynamik+bewegter+ko%CC%88rper...,,,,,,,
1628,"Correspondance, 1903-1955.",en,1972,Hermann,,,,,,,openlibrary:OL19265430M,0.7,https://openlibrary.org/books/OL19265430M,https://www.amazon.com/s?k=Correspondance%2C+1903-1955.,,,,,,,
5059,Introduction to submolecular biology.,en,1960,Academic Press,,,,,,235033,openlibrary:OL20012472M|openlibrary:OL5800882M|openlibrary:OL19278298M,1.0,https://openlibrary.org/books/OL19278298M|https://openlibrary.org/books/OL20012472M|https://openlibrary.org/books/OL5800882M,https://www.amazon.com/s?k=Introduction+to+submolecular+biology.,,,,,,,
2194,Trails and trials in physiology,en,1965,Edward Arnold,,,,,,,openlibrary:OL19325325M,0.7,https://openlibrary.org/books/OL19325325M,https://www.amazon.com/s?k=Trails+and+trials+in+physiology,,,,,,,
1636,A test case for humanity,en,1944,"Information Department, Jewish Agency for Palestine",,,,,,,openlibrary:OL19342686M,0.7,https://openlibrary.org/books/OL19342686M,https://www.amazon.com/s?k=A+test+case+for+humanity,,,,,,,
1767,Szent-Györgyi Albert,hun,1989,Akadémiai Kiadó,,,9630553651,9789630553650,,,openlibrary:OL1939860M,0.7,https://openlibrary.org/books/OL1939860M,https://www.amazon.com/s?k=9789630553650,,,,,,,
2165,Scientific research in India.,en,1944,"Printed by the Manager, Government of India Press",,,,,,,openlibrary:OL19419145M,0.7,https://openlibrary.org/books/OL19419145M,https://www.amazon.com/s?k=Scientific+research+in+India.,,,,,,,
1631,Eine neue Bestimmung der Moleküldimensionen.,de,1906,J.A. Barth,,,,,,,openlibrary:OL19679128M|openlibrary:OL19422304M,1.0,https://openlibrary.org/books/OL19422304M|https://openlibrary.org/books/OL19679128M,https://www.amazon.com/s?k=Eine+neue+Bestimmung+der+Molek%C3%BCldimensionen.,,,,,,,
1411,Light waves and their uses.,en,1961,Chicago U.P,,,,,,,openlibrary:OL19453972M,0.7,https://openlibrary.org/books/OL19453972M,https://www.amazon.com/s?k=Light+waves+and+their+uses.,,,,,,,
5054,The world as I see it.,en,1935,J. Lane,,,,,,,openlibrary:OL19465842M,0.7,https://openlibrary.org/books/OL19465842M,https://www.amazon.com/s?k=The+world+as+I+see+it.,,,,,,,
1617,The origins of the general theory of relativity.,en,1933,"Jackson, Wylie",,,,,,,openlibrary:OL19506158M,0.7,https://openlibrary.org/books/OL19506158M,https://www.amazon.com/s?k=The+origins+of+the+general+theory+of+relativity.,,,,,,,
5051,Autobiographical notes,en,1979,"Chicago, Open Court Pub. Co.",,,,,,,openlibrary:OL19532507M,0.7,https://openlibrary.org/books/OL19532507M,https://www.amazon.com/s?k=Autobiographical+notes,,,,,,,
1643,The Born-Einstein letters,en,1971,Walker,,,0802703267,9780802703262,,150466,openlibrary:OL19588088M|openlibrary:OL19532517M|openlibrary:OL21165841M|openlibrary:OL4913625M,1.0,https://openlibrary.org/books/OL19532517M|https://openlibrary.org/books/OL19588088M|https://openlibrary.org/books/OL21165841M|https://openlibrary.org/books/OL4913625M,https://www.amazon.com/s?k=9780802703262,,,,,,,
5049,The meaning of relativity,en,1967,Chapman & Hall,,,,,,,openlibrary:OL19568681M,0.7,https://openlibrary.org/books/OL19568681M,https://www.amazon.com/s?k=The+meaning+of+relativity,,,,,,,
1582,Zur Electrodynamik bewegter Körper,de,1905,J.A. Barth,,,,,,,openlibrary:OL19573467M,0.7,https://openlibrary.org/books/OL19573467M,https://www.amazon.com/s?k=Zur+Electrodynamik+bewegter+K%C3%B6rper,,,,,,,
1728,On the relative motion of the earth and the luminiferous æther,de,1887,Taylor & Francis,,,,,,,openlibrary:OL19573526M,0.7,https://openlibrary.org/books/OL19573526M,https://www.amazon.com/s?k=On+the+relative+motion+of+the+earth+and+the+luminiferous+%C3%A6ther,,,,,,,
1481,Builders of the universe.,en,1932,U.S. Library Association,,,,,,15030696,openlibrary:OL61318642M|openlibrary:OL19588091M,1.0,https://openlibrary.org/books/OL19588091M|https://openlibrary.org/books/OL61318642M,https://www.amazon.com/s?k=Builders+of+the+universe.,,,,,,,
1495,Eine einfache Anwendung des Newtonschen Gravitationsgesetzes auf die kugelförmigen Sternhaufen.,de,1921,J. Springer,,,,,,,openlibrary:OL19588097M,0.7,https://openlibrary.org/books/OL19588097M,https://www.amazon.com/s?k=Eine+einfache+Anwendung+des+Newtonschen+Gravitationsgesetzes+auf+die+kugelf%C3%B6rmigen+Sternhaufen.,,,,,,,
1539,L' éther et la théorie de la relativité.,fr,1921,Gauthier-Villars,,,,,,,openlibrary:OL19588099M,0.7,https://openlibrary.org/books/OL19588099M,https://www.amazon.com/s?k=L%27+%C3%A9ther+et+la+th%C3%A9orie+de+la+relativit%C3%A9.,,,,,,,
1515,Folgerungen aus den Capillaritätserscheinungen.,de,1901,J.A. Barth,,,,,,,openlibrary:OL19588102M,0.7,https://openlibrary.org/books/OL19588102M,https://www.amazon.com/s?k=Folgerungen+aus+den+Capillarit%C3%A4tserscheinungen.,,,,,,,
5049,The meaning of relativity,en,1923,Princeton University Press,,,,,,2052552,openlibrary:OL19985656M|openlibrary:OL23565577M|openlibrary:OL19588134M,1.0,https://openlibrary.org/books/OL19588134M|https://openlibrary.org/books/OL19985656M|https://openlibrary.org/books/OL23565577M,https://www.amazon.com/s?k=The+meaning+of+relativity,,,,,,,
1552,Physik als Abenteuer der Erkenntnis,hun,1938,A.W. Sijthoff,,,,,,,openlibrary:OL19588146M,0.7,https://openlibrary.org/books/OL19588146M,https://www.amazon.com/s?k=Physik+als+Abenteuer+der+Erkenntnis,,,,,,,
1640,Sidelights on relativity.,en,1923,E.P. Dutton,,,,,,,openlibrary:OL19588163M,0.7,https://openlibrary.org/books/OL19588163M,https://www.amazon.com/s?k=Sidelights+on+relativity.,,,,,,,
1570,Sulla teoria speciale e generale della relatività (volgarizzazione),ita,1921,N. Zanichelli,,,,,,,openlibrary:OL19588168M,0.7,https://openlibrary.org/books/OL19588168M,https://www.amazon.com/s?k=Sulla+teoria+speciale+e+generale+della+relativit%C3%A0+%28volgarizzazione%29,,,,,,,
1573,Theoretische Atomistik.,de,1915,B.G. Teubner,,,,,,,openlibrary:OL19588173M,0.7,https://openlibrary.org/books/OL19588173M,https://www.amazon.com/s?k=Theoretische+Atomistik.,,,,,,,
5050,Über die spezielle und die allgemeine Relativitätstheorie (Gemeinverständlich),de,1917,F. Vieweg,,,,,,,openlibrary:OL19588175M,0.7,https://openlibrary.org/books/OL19588175M,https://www.amazon.com/s?k=%C3%9Cber+die+spezielle+und+die+allgemeine+Relativit%C3%A4tstheorie+%28Gemeinverst%C3%A4ndlich%29,,,,,,,
1472,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt.,de,1905,J.A. Barth,,,,,,,openlibrary:OL19588179M,0.7,https://openlibrary.org/books/OL19588179M,https://www.amazon.com/s?k=%C3%9Cber+einen+die+Erzeugung+und+Verwandlung+des+Lichtes+betreffenden+heuristischen+Gesichtspunkt.,,,,,,,
1615,Lettres à Maurice Solovine,fr,1956,Gauthier-Villars,,,,,,,openlibrary:OL19588379M|openlibrary:OL212790M,1.0,https://openlibrary.org/books/OL19588379M|https://openlibrary.org/books/OL212790M,https://www.amazon.com/s?k=Lettres+%C3%A0+Maurice+Solovine,,,,,,,
1639,Äther und Relativitätstheorie,de,1920,J. Springer,,,,,,1484490,openlibrary:OL6649175M|openlibrary:OL19588387M,1.0,https://openlibrary.org/books/OL19588387M|https://openlibrary.org/books/OL6649175M,https://www.amazon.com/s?k=%C3%84ther+und+Relativit%C3%A4tstheorie,,,,,,,
1637,Allgemeine Relativitätstheorie und Bewegungsgesetz,de,1927,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter]",,,,,,,openlibrary:OL19588394M|openlibrary:OL19588388M|openlibrary:OL19588404M|openlibrary:OL19588402M,1.0,https://openlibrary.org/books/OL19588388M|https://openlibrary.org/books/OL19588394M|https://openlibrary.org/books/OL19588402M|https://openlibrary.org/books/OL19588404M,https://www.amazon.com/s?k=Allgemeine+Relativit%C3%A4tstheorie+und+Bewegungsgesetz,,,,,,,
1498,Einheitliche Feldtheorie und Hamiltonsches Prinzip.,de,1929,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588407M,0.7,https://openlibrary.org/books/OL19588407M,https://www.amazon.com/s?k=Einheitliche+Feldtheorie+und+Hamiltonsches+Prinzip.,,,,,,,
1604,Einheitliche Feldtheorie von Gravitation und Elektrizität.,de,1925,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588419M|openlibrary:OL19588412M,1.0,https://openlibrary.org/books/OL19588412M|https://openlibrary.org/books/OL19588419M,https://www.amazon.com/s?k=Einheitliche+Feldtheorie+von+Gravitation+und+Elektrizit%C3%A4t.,,,,,,,
1605,Einheitliche Theorie von Gravitation und Elektrizität,de,1932,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588422M,0.7,https://openlibrary.org/books/OL19588422M,https://www.amazon.com/s?k=Einheitliche+Theorie+von+Gravitation+und+Elektrizit%C3%A4t,,,,,,,
1607,Entwurf einer verallgemeinerten Relativitätstheorie und einer Theorie der Gravitation.,de,1913,B.G. Teubner,,,,,,,openlibrary:OL19588424M|openlibrary:OL21772348M,1.0,https://openlibrary.org/books/OL19588424M|https://openlibrary.org/books/OL21772348M,https://www.amazon.com/s?k=Entwurf+einer+verallgemeinerten+Relativit%C3%A4tstheorie+und+einer+Theorie+der+Gravitation.,,,,,,,
1508,Ernst Mach.,de,1916,S. Hirzel,,,,,,,openlibrary:OL19588428M,0.7,https://openlibrary.org/books/OL19588428M,https://www.amazon.com/s?k=Ernst+Mach.,,,,,,,
1516,Gedächtnisrede ...,de,1916,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588430M,0.7,https://openlibrary.org/books/OL19588430M,https://www.amazon.com/s?k=Ged%C3%A4chtnisrede+...,,,,,,,
1611,Geometrie und Erfahrung.,de,1921,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588435M,0.7,https://openlibrary.org/books/OL19588435M,https://www.amazon.com/s?k=Geometrie+und+Erfahrung.,,,,,,,
1616,Neue Möglichkeit für eine einheitliche Feldtheorie von Gravitation und Elektrizität.,de,1928,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter]",,,,,,,openlibrary:OL19588437M,0.7,https://openlibrary.org/books/OL19588437M,https://www.amazon.com/s?k=Neue+M%C3%B6glichkeit+f%C3%BCr+eine+einheitliche+Feldtheorie+von+Gravitation+und+Elektrizit%C3%A4t.,,,,,,,
5052,Why Socialism?,en,May 1949,Monthly Review,,,,,,,openlibrary:OL19588443M,0.7,https://openlibrary.org/books/OL19588443M,https://www.amazon.com/s?k=Why+Socialism%3F,,,,,,,
1623,Zu Kaluzas Theorie des Zusammenhanges von Gravitation und Elektrizität.,de,1927,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588447M|openlibrary:OL19588452M,1.0,https://openlibrary.org/books/OL19588447M|https://openlibrary.org/books/OL19588452M,https://www.amazon.com/s?k=Zu+Kaluzas+Theorie+des+Zusammenhanges+von+Gravitation+und+Elektrizit%C3%A4t.,,,,,,,
1579,Zur affinen Feldtheorie.,de,1923,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588461M,0.7,https://openlibrary.org/books/OL19588461M,https://www.amazon.com/s?k=Zur+affinen+Feldtheorie.,,,,,,,
1624,Zur allgemeinen Relativitätstheorie.,de,1915,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588466M,0.7,https://openlibrary.org/books/OL19588466M,https://www.amazon.com/s?k=Zur+allgemeinen+Relativit%C3%A4tstheorie.,,,,,,,
1582,Zur Elektrodynamik bewegter Körper.,de,1905,J.A. Barth,,,,,,,openlibrary:OL19588472M,0.7,https://openlibrary.org/books/OL19588472M,https://www.amazon.com/s?k=Zur+Elektrodynamik+bewegter+K%C3%B6rper.,,,,,,,
1585,Zur Theorie der Brownschen Bewegung.,de,1906,J.A. Barth,,,,,,,openlibrary:OL19588478M,0.7,https://openlibrary.org/books/OL19588478M,https://www.amazon.com/s?k=Zur+Theorie+der+Brownschen+Bewegung.,,,,,,,
1586,Zur Theorie der Lichterzeugung und Lichtabsorption.,de,1906,J.A. Barth,,,,,,,openlibrary:OL19588480M,0.7,https://openlibrary.org/books/OL19588480M,https://www.amazon.com/s?k=Zur+Theorie+der+Lichterzeugung+und+Lichtabsorption.,,,,,,,
1589,"Zwei strenge statische Lösungen der Feldgleichungen der einheitlichen Feldtheorie, von A. Einstein und W. Mayer.",de,1930,"Akademie der Wissenschaften, in Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19588483M,0.7,https://openlibrary.org/books/OL19588483M,https://www.amazon.com/s?k=Zwei+strenge+statische+L%C3%B6sungen+der+Feldgleichungen+der+einheitlichen+Feldtheorie%2C+von+A.+Einstein+und+W.+Mayer.,,,,,,,
1497,Eine Theorie der Grundlagen der Thermodynamik.,de,1903,J.A. Barth,,,,,,,openlibrary:OL19588486M,0.7,https://openlibrary.org/books/OL19588486M,https://www.amazon.com/s?k=Eine+Theorie+der+Grundlagen+der+Thermodynamik.,,,,,,,
1467,Über die Möglichkeit einer neuen Prüfung des Relativitätsprinzips.,de,1907,J.A. Barth,,,,,,,openlibrary:OL19588488M,0.7,https://openlibrary.org/books/OL19588488M,https://www.amazon.com/s?k=%C3%9Cber+die+M%C3%B6glichkeit+einer+neuen+Pr%C3%BCfung+des+Relativit%C3%A4tsprinzips.,,,,,,,
1474,Über ein naheliegende Ergänzung des Fundamentes der allgemeinen Relativitätstheorie.,de,1921,Akademie der Wissenschaften,,,,,,,openlibrary:OL19588491M,0.7,https://openlibrary.org/books/OL19588491M,https://www.amazon.com/s?k=%C3%9Cber+ein+naheliegende+Erg%C3%A4nzung+des+Fundamentes+der+allgemeinen+Relativit%C3%A4tstheorie.,,,,,,,
1577,"W.H. Julius, 1860-1925.",en,1926,University of Chicago Press,,,,,,,openlibrary:OL19588495M,0.7,https://openlibrary.org/books/OL19588495M,https://www.amazon.com/s?k=W.H.+Julius%2C+1860-1925.,,,,,,,
1639,O fizicheskoĭ prirodi︠e︡ prostranstva,rus,1922,"Kn-vo ""Slovo""",,,,,,,openlibrary:OL23322866M|openlibrary:OL19623649M,1.0,https://openlibrary.org/books/OL19623649M|https://openlibrary.org/books/OL23322866M,https://www.amazon.com/s?k=O+fizichesko%C4%AD+prirodi%EF%B8%A0e%EF%B8%A1+prostranstva,,,,,,,
1712,Teorii︠a︡ otnositelńosti,rus,1922,"Knigoizdatelʹstvo ""Slovo""",,,,,,15242096,openlibrary:OL26236098M|openlibrary:OL19623792M,1.0,https://openlibrary.org/books/OL19623792M|https://openlibrary.org/books/OL26236098M,https://www.amazon.com/s?k=Teorii%EF%B8%A0a%EF%B8%A1+otnositel%C5%84osti,,,,,,,
1529,Izafiyet teorisi,en,,Deriz,,,,,,,openlibrary:OL19625424M,0.7,https://openlibrary.org/books/OL19625424M,https://www.amazon.com/s?k=Izafiyet+teorisi,,,,,,,
1652,Le voyage de Lourdes,fr,1949,Plon,,,,,,7139047,openlibrary:OL196392M|openlibrary:OL24925634M,1.0,https://openlibrary.org/books/OL196392M|https://openlibrary.org/books/OL24925634M,https://www.amazon.com/s?k=Le+voyage+de+Lourdes,,,,,,,
1640,Sidelights on relativity,en,1922,Methuen & Co.,,,,,,,openlibrary:OL19664620M,0.7,https://openlibrary.org/books/OL19664620M,https://www.amazon.com/s?k=Sidelights+on+relativity,,,,,,,
1617,The origins of the general theory of relativity,en,1933,"Jackson, Wylie & Co.",,,,,,,openlibrary:OL19664633M,0.7,https://openlibrary.org/books/OL19664633M,https://www.amazon.com/s?k=The+origins+of+the+general+theory+of+relativity,,,,,,,
5053,The Evolution of physics,en,1961,University P.,,,,,,,openlibrary:OL19664646M,0.7,https://openlibrary.org/books/OL19664646M,https://www.amazon.com/s?k=The+Evolution+of+physics,,,,,,,
1664,DNA replication,en,1979,W.H. Freeman,,,0716711028,9780716711025,,11838674,openlibrary:OL4415647M|openlibrary:OL21362479M|openlibrary:OL19665204M,1.0,https://openlibrary.org/books/OL19665204M|https://openlibrary.org/books/OL21362479M|https://openlibrary.org/books/OL4415647M,https://www.amazon.com/s?k=9780716711025,,,,,,,
1507,Erklärung der Perihelbewegung der Merkur aus der allgemeinen Relativitätstheorie.,de,1915,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19678643M,0.7,https://openlibrary.org/books/OL19678643M,https://www.amazon.com/s?k=Erkl%C3%A4rung+der+Perihelbewegung+der+Merkur+aus+der+allgemeinen+Relativit%C3%A4tstheorie.,,,,,,,
1490,Die Feldgleichungen der Gravitation.,de,1915,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19678648M,0.7,https://openlibrary.org/books/OL19678648M,https://www.amazon.com/s?k=Die+Feldgleichungen+der+Gravitation.,,,,,,,
1459,"Bemerkung zu der Arbeit von D. Mirimanoff: ""Über die Grundgleichungen ...""",de,1909,J.A. Barth,,,,,,,openlibrary:OL19678657M,0.7,https://openlibrary.org/books/OL19678657M,https://www.amazon.com/s?k=Bemerkung+zu+der+Arbeit+von+D.+Mirimanoff%3A+%22%C3%9Cber+die+Grundgleichungen+...%22,,,,,,,
1476,Berichtigung zu meiner Arbeit: Eine neue Bestimmung der Moleküldimensionen.,de,1911,J.A. Barth,,,,,,,openlibrary:OL19678662M,0.7,https://openlibrary.org/books/OL19678662M,https://www.amazon.com/s?k=Berichtigung+zu+meiner+Arbeit%3A+Eine+neue+Bestimmung+der+Molek%C3%BCldimensionen.,,,,,,,
1496,Eine neue formale Deutung der Maxwellschen Feldgleichungen der Electrodynamik.,de,1916,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19678900M,0.7,https://openlibrary.org/books/OL19678900M,https://www.amazon.com/s?k=Eine+neue+formale+Deutung+der+Maxwellschen+Feldgleichungen+der+Electrodynamik.,,,,,,,
1546,Näherungsweise Integration der Feldgleichungen der Gravitation.,de,1916,,,,,,,,openlibrary:OL19678906M,0.7,https://openlibrary.org/books/OL19678906M,https://www.amazon.com/s?k=N%C3%A4herungsweise+Integration+der+Feldgleichungen+der+Gravitation.,,,,,,,
1531,Kosmologische Betrachtungen zur allgemeinen Relativitátstheorie.,de,1917,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19678912M,0.7,https://openlibrary.org/books/OL19678912M,https://www.amazon.com/s?k=Kosmologische+Betrachtungen+zur+allgemeinen+Relativit%C3%A1tstheorie.,,,,,,,
1603,Die Kompatibilität der Feldgleichungen in der einheitlichen Feldtheorie.,de,1930,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19678918M|openlibrary:OL19679067M,1.0,https://openlibrary.org/books/OL19678918M|https://openlibrary.org/books/OL19679067M,https://www.amazon.com/s?k=Die+Kompatibilit%C3%A4t+der+Feldgleichungen+in+der+einheitlichen+Feldtheorie.,,,,,,,
1458,Bemerkung zu der Abhandlung von E. Trefftz: Das statische Gravitationsfeld zweier Massenpunkte in der Einsteinschen Theorie.,de,1922,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19679051M,0.7,https://openlibrary.org/books/OL19679051M,https://www.amazon.com/s?k=Bemerkung+zu+der+Abhandlung+von+E.+Trefftz%3A+Das+statische+Gravitationsfeld+zweier+Massenpunkte+in+der+Einsteinschen+Theorie.,,,,,,,
1470,Über ein den Elementarprozess der Lichtemission betreffendes Experiment.,de,1921,"Akademie der Wissenschaften, In Kommission bei W. de Gruyter",,,,,,,openlibrary:OL19679060M,0.7,https://openlibrary.org/books/OL19679060M,https://www.amazon.com/s?k=%C3%9Cber+ein+den+Elementarprozess+der+Lichtemission+betreffendes+Experiment.,,,,,,,
1487,Das Prinzip von der Erhaltung der Schwerpunktsbewegung und die Trägheit der Energie.,de,1906,J.A. Barth,,,,,,,openlibrary:OL19679069M,0.7,https://openlibrary.org/books/OL19679069M,https://www.amazon.com/s?k=Das+Prinzip+von+der+Erhaltung+der+Schwerpunktsbewegung+und+die+Tr%C3%A4gheit+der+Energie.,,,,,,,
1455,"Bemerkungen zu der Notiz von Hrn. Paul Ehrenfest: ""Die Translation deformierbarer Elektronen und der Flächensatz.""",de,1907,J.A. Barth,,,,,,,openlibrary:OL19679076M,0.7,https://openlibrary.org/books/OL19679076M,https://www.amazon.com/s?k=Bemerkungen+zu+der+Notiz+von+Hrn.+Paul+Ehrenfest%3A+%22Die+Translation+deformierbarer+Elektronen+und+der+Fl%C3%A4chensatz.%22,,,,,,,
1469,Über die vom Relativitätsprinzip geforderte Trägheit der Energie.,de,1907,J.A. Barth,,,,,,,openlibrary:OL19679080M,0.7,https://openlibrary.org/books/OL19679080M,https://www.amazon.com/s?k=%C3%9Cber+die+vom+Relativit%C3%A4tsprinzip+geforderte+Tr%C3%A4gheit+der+Energie.,,,,,,,
1530,Kinetische Theorie der Wärmegleichgewichtes und des zweiten Hauptsatzes der Thermodynamik.,de,1902,J.A. Barth,,,,,,,openlibrary:OL19679122M,0.7,https://openlibrary.org/books/OL19679122M,https://www.amazon.com/s?k=Kinetische+Theorie+der+W%C3%A4rmegleichgewichtes+und+des+zweiten+Hauptsatzes+der+Thermodynamik.,,,,,,,
1578,Zum kosmologischen Problem der allgemeinen Relativitätstheorie,de,1931,"Akademie der Wissenschaften, In Kommission bei W. de Gruyer",,,,,,,openlibrary:OL19679133M,0.7,https://openlibrary.org/books/OL19679133M,https://www.amazon.com/s?k=Zum+kosmologischen+Problem+der+allgemeinen+Relativit%C3%A4tstheorie,,,,,,,
5095,X-rays in theory and experiment,en,1935,Van Nostrand,,,,,,,openlibrary:OL20750392M|openlibrary:OL19691574M,1.0,https://openlibrary.org/books/OL19691574M|https://openlibrary.org/books/OL20750392M,https://www.amazon.com/s?k=X-rays+in+theory+and+experiment,,,,,,,
2193,First and last experiments in muscle mechanics,en,1970,C.U.P.,,,,,,,openlibrary:OL19697415M,0.7,https://openlibrary.org/books/OL19697415M,https://www.amazon.com/s?k=First+and+last+experiments+in+muscle+mechanics,,,,,,,
1667,Studies in optics,en,1962,University of Chicago P,,,,,,,openlibrary:OL19707712M,0.7,https://openlibrary.org/books/OL19707712M,https://www.amazon.com/s?k=Studies+in+optics,,,,,,,
1639,Äther und Relativitäts-Theorie,de,2003,Univ.-Bibliothek der Humboldt-Univ.,,,,,,,openlibrary:OL19719565M,0.7,https://openlibrary.org/books/OL19719565M,https://www.amazon.com/s?k=%C3%84ther+und+Relativit%C3%A4ts-Theorie,,,,,,,
