canonical_work_id,edition_title,language,publication_date,publisher,edition_statement,format,isbn10,isbn13,doi,oclc,source_ids,confidence,source_urls,amazon_search_url,amazon_asin,amazon_marketplace,amazon_stars,amazon_review_count,amazon_observed_at,amazon_source_url,amazon_match_confidence
2078,Alʹbert Ėĭnshteĭn i teorii͡a gravitat͡sii,rus,1979,"""Mir""",,,,,,232381285,openlibrary:OL57712216M,0.7,https://openlibrary.org/books/OL57712216M,https://www.amazon.com/s?k=Al%CA%B9bert+%C4%96%C4%ADnshte%C4%ADn+i+teorii%CD%A1a+gravitat%CD%A1sii,,,,,,,
2079,"Albert Einstein, Hedwig und Max Born",de,1969,Nymphenburger Verlagshandlung,,,,,,6782808,openlibrary:OL57920106M,0.7,https://openlibrary.org/books/OL57920106M,https://www.amazon.com/s?k=Albert+Einstein%2C+Hedwig+und+Max+Born,,,,,,,
1638,Einstein on peace,en,1960,Simon and Schuster,,,,,,40887175,openlibrary:OL5799558M,0.7,https://openlibrary.org/books/OL5799558M,https://www.amazon.com/s?k=Einstein+on+peace,,,,,,,
2159,The ethical dilemma of science,en,1960,Rockefeller Institute Press,,,,,,543062,openlibrary:OL5800051M,0.7,https://openlibrary.org/books/OL5800051M,https://www.amazon.com/s?k=The+ethical+dilemma+of+science,,,,,,,
5053,The Evolution of Physics,en,"1938, Copyright in the USA by Simon and Schuster, New York",Cambridge at the University Press,,,,,,10290681,openlibrary:OL5816183M,0.7,https://openlibrary.org/books/OL5816183M,https://www.amazon.com/s?k=The+Evolution+of+Physics,,,,,,,
1514,"Field theories, old and new.",en,1960,Readex Microprint Corp.,,,,,,,openlibrary:OL5818368M,0.7,https://openlibrary.org/books/OL5818368M,https://www.amazon.com/s?k=Field+theories%2C+old+and+new.,,,,,,,
2080,Mijn kijk op het leven,dut,1934,Van Holkema & Warendorf,,,,,,235986599,openlibrary:OL58203084M,0.7,https://openlibrary.org/books/OL58203084M,https://www.amazon.com/s?k=Mijn+kijk+op+het+leven,,,,,,,
2081,Prayer,en,1947,Hodder & Stoughton,,,,,,15206772,openlibrary:OL58377434M,0.7,https://openlibrary.org/books/OL58377434M,https://www.amazon.com/s?k=Prayer,,,,,,,
2082,Pulmonary circulation,en,1959,Universitaire Pers Leiden,,,,,,14546101,openlibrary:OL58460583M,0.7,https://openlibrary.org/books/OL58460583M,https://www.amazon.com/s?k=Pulmonary+circulation,,,,,,,
2083,"Two addresses delivered at a celebration of medical progress at the University of Pennsylvania October 10 and 11, 1930",en,1930,American Medical Association,,,,,,235949065,openlibrary:OL58488791M,0.7,https://openlibrary.org/books/OL58488791M,https://www.amazon.com/s?k=Two+addresses+delivered+at+a+celebration+of+medical+progress+at+the+University+of+Pennsylvania+October+10+and+11%2C+1930,,,,,,,
1959,albert einstein,en,1949,"the library of living philosophers, inc.",,,,,,,openlibrary:OL58547764M,0.7,https://openlibrary.org/books/OL58547764M,https://www.amazon.com/s?k=albert+einstein,,,,,,,
2084,Science and international co-operation,,1972,,,,,,,36894768,openlibrary:OL58565809M,0.7,https://openlibrary.org/books/OL58565809M,https://www.amazon.com/s?k=Science+and+international+co-operation,,,,,,,
2085,Niyāyish,per,1976,Tashayyuʻ,,,,,,33995484,openlibrary:OL58572529M,0.7,https://openlibrary.org/books/OL58572529M,https://www.amazon.com/s?k=Niy%C4%81yish,,,,,,,
1716,The treatment of infected wounds,en,1917,"Bailli©·re, Tindall and Cox",,,,,,,openlibrary:OL58576375M,0.7,https://openlibrary.org/books/OL58576375M,https://www.amazon.com/s?k=The+treatment+of+infected+wounds,,,,,,,
1716,The treatment of infected wounds,en,1918,University of London Press,,,,,,,openlibrary:OL58576432M,0.7,https://openlibrary.org/books/OL58576432M,https://www.amazon.com/s?k=The+treatment+of+infected+wounds,,,,,,,
2086,M©♭decine officielle et m©♭decines h©♭r©♭tiques,fr,1945,Plon,,,,,,,openlibrary:OL58577403M,0.7,https://openlibrary.org/books/OL58577403M,https://www.amazon.com/s?k=M%C2%A9%E2%99%ADdecine+officielle+et+m%C2%A9%E2%99%ADdecines+h%C2%A9%E2%99%ADr%C2%A9%E2%99%ADtiques,,,,,,,
2087,The culture of organs,en,1938,Hamish Hamilton Medical Books,,,,,,,openlibrary:OL58579731M,0.7,https://openlibrary.org/books/OL58579731M,https://www.amazon.com/s?k=The+culture+of+organs,,,,,,,
2088,Gewebez©ơchtung,de,1927,R. M©ơller & Steinicke,,,,,,,openlibrary:OL58581973M,0.7,https://openlibrary.org/books/OL58581973M,https://www.amazon.com/s?k=Gewebez%C2%A9%C6%A1chtung,,,,,,,
2089,Die relativitätstheorie Einsteins und ihre physikalischen grundlagen gemeinverständlich dargestellt,de,1920,J. Springer,,,,,,5659005,openlibrary:OL58626229M,0.7,https://openlibrary.org/books/OL58626229M,https://www.amazon.com/s?k=Die+relativit%C3%A4tstheorie+Einsteins+und+ihre+physikalischen+grundlagen+gemeinverst%C3%A4ndlich+dargestellt,,,,,,,
1986,the ethical dilemma of science and other writings,en,1962,,,,,,,,openlibrary:OL58640582M,0.7,https://openlibrary.org/books/OL58640582M,https://www.amazon.com/s?k=the+ethical+dilemma+of+science+and+other+writings,,,,,,,
5095,X-Rays in Theory and Experiment,en,1967-01-01,D. Van Nostrand,,,,,,,openlibrary:OL58645048M,0.7,https://openlibrary.org/books/OL58645048M,https://www.amazon.com/s?k=X-Rays+in+Theory+and+Experiment,,,,,,,
2090,הקץ למלחמת הקיום,heb,1954,ראובן מס,,,,,,1030784269,openlibrary:OL58716657M,0.7,https://openlibrary.org/books/OL58716657M,https://www.amazon.com/s?k=%D7%94%D7%A7%D7%A5+%D7%9C%D7%9E%D7%9C%D7%97%D7%9E%D7%AA+%D7%94%D7%A7%D7%99%D7%95%D7%9D,,,,,,,
2091,The influence of science and technology on the modern city,en,1954,Columbia University.,,,,,,83008990,openlibrary:OL58739170M,0.7,https://openlibrary.org/books/OL58739170M,https://www.amazon.com/s?k=The+influence+of+science+and+technology+on+the+modern+city,,,,,,,
2093,Mans Destiny In Eternity,,1949,The Beacon Press,,,,,,,openlibrary:OL58936133M,0.7,https://openlibrary.org/books/OL58936133M,https://www.amazon.com/s?k=Mans+Destiny+In++Eternity+,,,,,,,
1768,Microwave Spectroscopy,en,1955,"McGraw-Hill Book Company, Inc.",,,,,,,openlibrary:OL58946099M,0.7,https://openlibrary.org/books/OL58946099M,https://www.amazon.com/s?k=Microwave+Spectroscopy,,,,,,,
2094,The present tendencies and the future compass of physiological science,en,1923,University of London Press,,,,,,11860298,openlibrary:OL59100183M,0.7,https://openlibrary.org/books/OL59100183M,https://www.amazon.com/s?k=The+present+tendencies+and+the+future+compass+of+physiological+science,,,,,,,
2004,Biosynthesis of DNA,en,1964,Pennsylvania State University,,,,,,1171931,openlibrary:OL5919611M,0.7,https://openlibrary.org/books/OL5919611M,https://www.amazon.com/s?k=Biosynthesis+of+DNA,,,,,,,
2095,Erklärung der Perihelbewegung der Merkur aus der allgemeinen Relativitätstheorie,de,1915,Gedruckt in der Reichsdruckerei,,,,,,83007405,openlibrary:OL59213665M,0.7,https://openlibrary.org/books/OL59213665M,https://www.amazon.com/s?k=Erkl%C3%A4rung+der+Perihelbewegung+der+Merkur+aus+der+allgemeinen+Relativit%C3%A4tstheorie,,,,,,,
2096,"Quantentheorie des einatomigen idealen Gases, zweite Abhandlung",de,1925,Verlag der Akademie der Wissenschaften in Kommission bei Walter de Gruyter u. Co.,,,,,,7893662,openlibrary:OL59243810M,0.7,https://openlibrary.org/books/OL59243810M,https://www.amazon.com/s?k=Quantentheorie+des+einatomigen+idealen+Gases%2C+zweite+Abhandlung,,,,,,,
2097,Trois écrivains devant Lourdes,fr,1958,Plon,,,,,,5818286,openlibrary:OL59259103M,0.7,https://openlibrary.org/books/OL59259103M,https://www.amazon.com/s?k=Trois+%C3%A9crivains+devant+Lourdes,,,,,,,
5053,A evolução da física,por,21/01/2008,Zahar,,,,9788537800522,,,openlibrary:OL59272914M,0.7,https://openlibrary.org/books/OL59272914M,https://www.amazon.com/s?k=9788537800522,,,,,,,
2167,Trails and trials in physiology,en,1965,Williams & Wilkins,,,,,,849099,openlibrary:OL5938685M,0.7,https://openlibrary.org/books/OL5938685M,https://www.amazon.com/s?k=Trails+and+trials+in+physiology,,,,,,,
2098,E (EINSTEIN) = MC2,fr,1979,CENTRE GEORGES POMPIDOU,,,,,,,openlibrary:OL59433182M,0.7,https://openlibrary.org/books/OL59433182M,https://www.amazon.com/s?k=E+%28EINSTEIN%29+%3D+MC2,,,,,,,
2099,L'insuffisance cardiaque chronique,fr,1952,Masson,,,,,,14659231,openlibrary:OL59438141M,0.7,https://openlibrary.org/books/OL59438141M,https://www.amazon.com/s?k=L%27insuffisance+cardiaque+chronique,,,,,,,
5040,Osmotic regulation in aquatic animals.,en,1965,Dover Publications,,,,,,563462,openlibrary:OL5952491M,0.7,https://openlibrary.org/books/OL5952491M,https://www.amazon.com/s?k=Osmotic+regulation+in+aquatic+animals.,,,,,,,
1513,Extraits de La théorie de la relativíté restreinte,fr,1964,Gauthier-Villars,,,,,,21138909,openlibrary:OL5958580M,0.7,https://openlibrary.org/books/OL5958580M,https://www.amazon.com/s?k=Extraits+de+La+the%CC%81orie+de+la+relativi%CC%81te%CC%81+restreinte,,,,,,,
2100,Sulla teoria speciale e generale della relatività (volgarizzazione),ita,1921,Nicola Zanichelli Editore,,,,,,230945129,openlibrary:OL59726764M,0.7,https://openlibrary.org/books/OL59726764M,https://www.amazon.com/s?k=Sulla+teoria+speciale+e+generale+della+relativit%C3%A0+%28volgarizzazione%29,,,,,,,
2101,Gelegentliches von Albert Einstein,de,1929,Aldus druck,,,,,,22315673,openlibrary:OL59735490M,0.7,https://openlibrary.org/books/OL59735490M,https://www.amazon.com/s?k=Gelegentliches+von+Albert+Einstein,,,,,,,
2102,What science stands for,en,1937,G. Allen & Unwin ltd.,,,,,,3135700,openlibrary:OL59805041M,0.7,https://openlibrary.org/books/OL59805041M,https://www.amazon.com/s?k=What+science+stands+for,,,,,,,
5052,Why socialism,en,1951,Monthly Review,,,,,,5588373,openlibrary:OL59976839M,0.7,https://openlibrary.org/books/OL59976839M,https://www.amazon.com/s?k=Why+socialism,,,,,,,
2104,Les Juifs,fr,1933,Société anonyme Les illustrés francais,,,,,,830211,openlibrary:OL60021271M,0.7,https://openlibrary.org/books/OL60021271M,https://www.amazon.com/s?k=Les+Juifs,,,,,,,
2105,Die Grundlagen der Einsteinschen Gravitationstheorie,de,1916,Verlag von Julius Springer,,,,,,2165471,openlibrary:OL60078668M,0.7,https://openlibrary.org/books/OL60078668M,https://www.amazon.com/s?k=Die+Grundlagen+der+Einsteinschen+Gravitationstheorie,,,,,,,
2106,Warum Krieg?,de,1972,Diogenes,,,,,,4828359,openlibrary:OL60297232M,0.7,https://openlibrary.org/books/OL60297232M,https://www.amazon.com/s?k=Warum+Krieg%3F,,,,,,,
2107,Einstein on peace,en,1963,Metheun & Co.,,,,,,10016417,openlibrary:OL60382987M,0.7,https://openlibrary.org/books/OL60382987M,https://www.amazon.com/s?k=Einstein+on+peace,,,,,,,
2108,相对论的意义,chi,1961,Ke xue chu ban she,,,,,,29176097,openlibrary:OL60419865M,0.7,https://openlibrary.org/books/OL60419865M,https://www.amazon.com/s?k=%E7%9B%B8%E5%AF%B9%E8%AE%BA%E7%9A%84%E6%84%8F%E4%B9%89,,,,,,,
5092,Cardiac catheterization in congenital heart disease,en,1949,Commonwealth Fund,,,,,,2758381,openlibrary:OL6048717M,0.7,https://openlibrary.org/books/OL6048717M,https://www.amazon.com/s?k=Cardiac+catheterization+in+congenital+heart+disease,,,,,,,
5049,The meaning of relativity,en,1922,Methuen & co. ltd.,,,,,,1526966,openlibrary:OL60495287M,0.7,https://openlibrary.org/books/OL60495287M,https://www.amazon.com/s?k=The+meaning+of+relativity,,,,,,,
2109,Äther und Relativitätstheorie,de,1920,Verlag von Julius Springer,,,,,,7893828,openlibrary:OL60577968M,0.7,https://openlibrary.org/books/OL60577968M,https://www.amazon.com/s?k=%C3%84ther+und+Relativit%C3%A4tstheorie,,,,,,,
2110,Experimental determination of the of the value of the meter in terms of the wave-lengths of light,und,1922,"published by The Commercial Press, Ltd., for The National University of Peking",,,,,,78224474,openlibrary:OL60632377M,0.7,https://openlibrary.org/books/OL60632377M,https://www.amazon.com/s?k=Experimental+determination+of+the+of+the+value+of+the+meter+in+terms+of+the+wave-lengths+of+light,,,,,,,
1658,The voyage to Lourdes,en,1950,Harper,,,,,,1235537,openlibrary:OL6068353M,0.7,https://openlibrary.org/books/OL6068353M,https://www.amazon.com/s?k=The+voyage+to+Lourdes,,,,,,,
1552,Physik als Abenteuer de Erkenntnis,de,1949,A.W. Sijthoff,,,,,,3794815,openlibrary:OL6079651M,0.7,https://openlibrary.org/books/OL6079651M,https://www.amazon.com/s?k=Physik+als+Abenteuer+de+Erkenntnis,,,,,,,
2111,ha-Kol yaḥasi - Ainsṭain,heb,1995,Ḥalom,,,,,,34377948,openlibrary:OL60801912M,0.7,https://openlibrary.org/books/OL60801912M,https://www.amazon.com/s?k=ha-Kol+ya%E1%B8%A5asi+-+Ains%E1%B9%ADain,,,,,,,
2112,Über die spezielle und die allgemeine Relativitätstheorie (Gemeinverständlich),de,1920,Druck und Verlag von Friedr. Vieweg & Sohn,,,,,,230945062,openlibrary:OL60814280M,0.7,https://openlibrary.org/books/OL60814280M,https://www.amazon.com/s?k=%C3%9Cber+die+spezielle+und+die+allgemeine+Relativit%C3%A4tstheorie+%28Gemeinverst%C3%A4ndlich%29,,,,,,,
1645,Out of my later years.,en,1950,Thames and Hudson,,,,,,10325273,openlibrary:OL6098467M,0.7,https://openlibrary.org/books/OL6098467M,https://www.amazon.com/s?k=Out+of+my+later+years.,,,,,,,
2113,Uber die Konstitution und Konfiguration von Verbindungen höherer Ordnung,de,1914,Springer,,,,,,6811713,openlibrary:OL60987124M,0.7,https://openlibrary.org/books/OL60987124M,https://www.amazon.com/s?k=Uber+die+Konstitution+und+Konfiguration+von+Verbindungen+h%C3%B6herer+Ordnung,,,,,,,
2114,الانسان ذلك المجهول,ara,19uu,Muʼassasat al-Maʻārif,,,,,,1015566436,openlibrary:OL61016809M,0.7,https://openlibrary.org/books/OL61016809M,https://www.amazon.com/s?k=%D8%A7%D9%84%D8%A7%D9%86%D8%B3%D8%A7%D9%86+%D8%B0%D9%84%D9%83+%D8%A7%D9%84%D9%85%D8%AC%D9%87%D9%88%D9%84,,,,,,,
2115,L'éther et la théorie de la relativité,fr,1921,Gauthier-Villars et cie,,,,,,4337659,openlibrary:OL61018626M,0.7,https://openlibrary.org/books/OL61018626M,https://www.amazon.com/s?k=L%27%C3%A9ther+et+la+th%C3%A9orie+de+la+relativit%C3%A9,,,,,,,
2116,Zur Theorie der Lichtfortpflanzung in dispergierenden Medien,de,1922,Verlag der Akademie der Wissenschaften. In Kommission bei der Vereinigung wissenschaftlicher Verleger Walter de Gruyter u. Co.,,,,,,50049419,openlibrary:OL61019590M,0.7,https://openlibrary.org/books/OL61019590M,https://www.amazon.com/s?k=Zur+Theorie+der+Lichtfortpflanzung+in+dispergierenden+Medien,,,,,,,
2117,Este es mi pueblo,es,1988,Milá Editor,,,9509879002,9789509879003,,233873785,openlibrary:OL61041015M,0.7,https://openlibrary.org/books/OL61041015M,https://www.amazon.com/s?k=9789509879003,,,,,,,
5050,Teoria da Relatividade: Sobre a Teoria da Relatividade Especial e Geral,por,01 agosto 2015,Editora L&PM,,,852543275X,9788525432759,,,openlibrary:OL61055036M,0.7,https://openlibrary.org/books/OL61055036M,https://www.amazon.com/s?k=9788525432759,,,,,,,
2118,La lucha contra la guerra,es,1933,Nervio,,,,,,1425071,openlibrary:OL61075407M,0.7,https://openlibrary.org/books/OL61075407M,https://www.amazon.com/s?k=La+lucha+contra+la+guerra,,,,,,,
2119,Manifested life of tissues outside of the organism,en,1911,,,,,,,27287442,openlibrary:OL61094535M,0.7,https://openlibrary.org/books/OL61094535M,https://www.amazon.com/s?k=Manifested+life+of+tissues+outside+of+the+organism,,,,,,,
2120,Tiorı̂ nı̂sbı̂ çı̂ ye?,kur,1984,Çapxaney al-Muʻassasah al-ʻIrāqīyah lil-Diʻāyah wa-al-Ṭibāʻah,,,,,,41967857,openlibrary:OL61113888M,0.7,https://openlibrary.org/books/OL61113888M,https://www.amazon.com/s?k=Tior%C4%B1%CC%82+n%C4%B1%CC%82sb%C4%B1%CC%82+%C3%A7%C4%B1%CC%82+ye%3F,,,,,,,
2121,The contribution made by Washington University in the study and development of atomic energy,en,1945,,,,,,,25613303,openlibrary:OL61135653M,0.7,https://openlibrary.org/books/OL61135653M,https://www.amazon.com/s?k=The+contribution+made+by+Washington+University+in+the+study+and+development+of+atomic+energy,,,,,,,
2122,Das Palästinawerk,de,1926,Keren Hajessod (Jüdisches Palästinawerk),,,,,,304474,openlibrary:OL61164425M,0.7,https://openlibrary.org/books/OL61164425M,https://www.amazon.com/s?k=Das+Pal%C3%A4stinawerk,,,,,,,
2105,Die Grundlagen der Einsteinschen Gravitationstheorie,de,1917,J. Springer,,,,,,20115415,openlibrary:OL61165097M,0.7,https://openlibrary.org/books/OL61165097M,https://www.amazon.com/s?k=Die+Grundlagen+der+Einsteinschen+Gravitationstheorie,,,,,,,
2123,Come io vedo il mondo,ita,1952,Giachini editore,,,,,,922164069,openlibrary:OL61172451M,0.7,https://openlibrary.org/books/OL61172451M,https://www.amazon.com/s?k=Come+io+vedo+il+mondo,,,,,,,
2124,Leitfaden für medicinisch-chemische Curse,de,1888,,,,,,,68263639,openlibrary:OL61179380M,0.7,https://openlibrary.org/books/OL61179380M,https://www.amazon.com/s?k=Leitfaden+f%C3%BCr+medicinisch-chemische+Curse,,,,,,,
2125,Reminiscences of work on capillary circulation,en,,,,,,,,83422785,openlibrary:OL61220427M,0.7,https://openlibrary.org/books/OL61220427M,https://www.amazon.com/s?k=Reminiscences+of+work+on+capillary+circulation,,,,,,,
2126,Une nouvelle figure du monde,fr,1921,Payot,,,,,,46943493,openlibrary:OL61226322M,0.7,https://openlibrary.org/books/OL61226322M,https://www.amazon.com/s?k=Une+nouvelle+figure+du+monde,,,,,,,
5054,Demut ʻolami,heb,1934,Y. Shtibel,,,,,,19746071,openlibrary:OL6125813M,0.7,https://openlibrary.org/books/OL6125813M,https://www.amazon.com/s?k=Demut+%CA%BBolami,,,,,,,
1631,Eine neue Bestimmung der Moleküldimensionen,de,1906,Johann Ambrosius Barth,,,,,,936441827,openlibrary:OL61294662M,0.7,https://openlibrary.org/books/OL61294662M,https://www.amazon.com/s?k=Eine+neue+Bestimmung+der+Molek%C3%BCldimensionen,,,,,,,
2127,Zu Max Plancks sechzigstem Geburtstag,de,1918,C.F. Müllersche Hofbuchhandlung m.b.H.,,,,,,37137610,openlibrary:OL61297922M,0.7,https://openlibrary.org/books/OL61297922M,https://www.amazon.com/s?k=Zu+Max+Plancks+sechzigstem+Geburtstag,,,,,,,
5049,The meaning of relativity.,en,1953,Princeton University Press,,,,,,1724486,openlibrary:OL6130649M,0.7,https://openlibrary.org/books/OL6130649M,https://www.amazon.com/s?k=The+meaning+of+relativity.,,,,,,,
1716,The treatment of infected wounds,en,1918,"Balliere, Tindall and Cox",,,,,,16401821,openlibrary:OL61475402M,0.7,https://openlibrary.org/books/OL61475402M,https://www.amazon.com/s?k=The+treatment+of+infected+wounds,,,,,,,
2123,Come io vedo il mondo,ita,1950,De Simone,,,,,,922164275,openlibrary:OL61504751M,0.7,https://openlibrary.org/books/OL61504751M,https://www.amazon.com/s?k=Come+io+vedo+il+mondo,,,,,,,
5048,Ideas and opinions.,en,1954,Crown Publishers,,,,,,,openlibrary:OL6153578M,0.7,https://openlibrary.org/books/OL6153578M,https://www.amazon.com/s?k=Ideas+and+opinions.,,,,,,,
2128,Mächtig seid Ihr nicht in Waffen,de,1957,H. Carl,,,,,,19832718,openlibrary:OL61547160M,0.7,https://openlibrary.org/books/OL61547160M,https://www.amazon.com/s?k=M%C3%A4chtig+seid+Ihr+nicht+in+Waffen,,,,,,,
2129,爱因斯坦文集,chi,1976,Shang wu yin shu guan,,,,,,21817748,openlibrary:OL61580811M,0.7,https://openlibrary.org/books/OL61580811M,https://www.amazon.com/s?k=%E7%88%B1%E5%9B%A0%E6%96%AF%E5%9D%A6%E6%96%87%E9%9B%86,,,,,,,
2130,A statement of purpose by the Emergency Committee of Atomic Scientists incorporated,en,1946,[s.n.],,,,,,27638315,openlibrary:OL61658721M,0.7,https://openlibrary.org/books/OL61658721M,https://www.amazon.com/s?k=A+statement+of+purpose+by+the+Emergency+Committee+of+Atomic+Scientists+incorporated,,,,,,,
5050,Über die spezielle und die allgemeine Relativitätstheorie,de,1917,F. Vieweg,,,,,,2173985,openlibrary:OL61663911M,0.7,https://openlibrary.org/books/OL61663911M,https://www.amazon.com/s?k=%C3%9Cber+die+spezielle+und+die+allgemeine+Relativit%C3%A4tstheorie,,,,,,,
2131,La géométrie et l'expérience,fr,1921,Gauthier-Villars et cie,,,,,,4213503,openlibrary:OL61667446M,0.7,https://openlibrary.org/books/OL61667446M,https://www.amazon.com/s?k=La+g%C3%A9om%C3%A9trie+et+l%27exp%C3%A9rience,,,,,,,
5037,"Man, the unknown",en,1961,A. Clarke Books,,,,,,66285658,openlibrary:OL61673625M,0.7,https://openlibrary.org/books/OL61673625M,https://www.amazon.com/s?k=Man%2C+the+unknown,,,,,,,
2132,L'éther et le théorie de la relativité,fr,1921,Gauthier-Villars et cie,,,,,,23399536,openlibrary:OL61693352M,0.7,https://openlibrary.org/books/OL61693352M,https://www.amazon.com/s?k=L%27%C3%A9ther+et+le+th%C3%A9orie+de+la+relativit%C3%A9,,,,,,,
2133,Collected writings (1901-1956),en,1960,Readex Microprint Corp.,,,,,,1038432065,openlibrary:OL61725513M,0.7,https://openlibrary.org/books/OL61725513M,https://www.amazon.com/s?k=Collected+writings+%281901-1956%29,,,,,,,
2134,Dua,tur,1947,Amerikan Bord Neşriyat Dairesi,,,,,,15094095,openlibrary:OL61737961M,0.7,https://openlibrary.org/books/OL61737961M,https://www.amazon.com/s?k=Dua,,,,,,,
2135,The World as I See It,en,"January 1, 2025",General Press,,,,9789388118125,,,openlibrary:OL61781912M,0.7,https://openlibrary.org/books/OL61781912M,https://www.amazon.com/s?k=9789388118125,,,,,,,
2136,Relativity: The Special and the General Theory,en,"May 1, 2018",Samaira Book Publishers,,,,9788193540176,,,openlibrary:OL61791788M,0.7,https://openlibrary.org/books/OL61791788M,https://www.amazon.com/s?k=9788193540176,,,,,,,
2137,Le poitre cancéreux,fr,1900,Legendre,,,,,,23425947,openlibrary:OL61793591M,0.7,https://openlibrary.org/books/OL61793591M,https://www.amazon.com/s?k=Le+poitre+canc%C3%A9reux,,,,,,,
2138,物理学はいかに創られたか,jpn,1953,Iwanami Shoten,,,,,,36162727,openlibrary:OL61815570M,0.7,https://openlibrary.org/books/OL61815570M,https://www.amazon.com/s?k=%E7%89%A9%E7%90%86%E5%AD%A6%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AB%E5%89%B5%E3%82%89%E3%82%8C%E3%81%9F%E3%81%8B,,,,,,,
2139,Relativity (Albert Einstein),en,"January 1, 2012",General Press,,,,9789380914220,,,openlibrary:OL61888098M,0.7,https://openlibrary.org/books/OL61888098M,https://www.amazon.com/s?k=9789380914220,,,,,,,
2140,The World as I See It,en,"July 16, 2018",General Press,,,,9789388118088,,,openlibrary:OL61897047M,0.7,https://openlibrary.org/books/OL61897047M,https://www.amazon.com/s?k=9789388118088,,,,,,,
1619,Sur l'électrodynamique des corps en mouvement.,fr,1925,Gauthier-Villars,,,,,,3990567,openlibrary:OL6191397M,0.7,https://openlibrary.org/books/OL6191397M,https://www.amazon.com/s?k=Sur+l%27e%CC%81lectrodynamique+des+corps+en+mouvement.,,,,,,,
5049,Quatre conférences sur la théorie de la relativité faites à l'Université de Princeton [en mai 1921],fr,1925,Gauthier-Villars,,,,,,16278390,openlibrary:OL6191398M,0.7,https://openlibrary.org/books/OL6191398M,https://www.amazon.com/s?k=Quatre+confe%CC%81rences+sur+la+the%CC%81orie+de+la+relativite%CC%81+faites+a%CC%80+l%27Universite%CC%81+de+Princeton+%5Ben+mai+1921%5D,,,,,,,
2141,Zum gegenwärtigen Stande des Problems der spezifischen Wärme,de,1911,[s.n.],,,,,,83763273,openlibrary:OL61919148M,0.7,https://openlibrary.org/books/OL61919148M,https://www.amazon.com/s?k=Zum+gegenw%C3%A4rtigen+Stande+des+Problems+der+spezifischen+W%C3%A4rme,,,,,,,
2142,The principles of humanism,en,1931,Published and printed by The Oriole Press,,,,,,32081415,openlibrary:OL61929401M,0.7,https://openlibrary.org/books/OL61929401M,https://www.amazon.com/s?k=The+principles+of+humanism,,,,,,,
1617,The origins of the general theory of relativity,en,1933,"Jackson, Wylie and Co.",,,,,,10526597,openlibrary:OL62032214M|openlibrary:OL6298495M,1.0,https://openlibrary.org/books/OL62032214M|https://openlibrary.org/books/OL6298495M,https://www.amazon.com/s?k=The+origins+of+the+general+theory+of+relativity,,,,,,,
2143,Hāṣil-i ʿumr,per,2004,Širkat-i Intišarat-i ʿIlmī wa Farhangī,,,9644455428,9789644455421,,181467760,openlibrary:OL62193199M,0.7,https://openlibrary.org/books/OL62193199M,https://www.amazon.com/s?k=9789644455421,,,,,,,
2144,La Fermentation alcoolique,fr,1913,A. Hermann,,,,,,25611132,openlibrary:OL62238615M,0.7,https://openlibrary.org/books/OL62238615M,https://www.amazon.com/s?k=La+Fermentation+alcoolique,,,,,,,
2145,"Anti-semitism, a threat to American unity?",en,1941,,,,,,,181946987,openlibrary:OL62291149M,0.7,https://openlibrary.org/books/OL62291149M,https://www.amazon.com/s?k=Anti-semitism%2C+a+threat+to+American+unity%3F,,,,,,,
2146,The principle of relativity,en,1923,Dodd,,,,,,8252300,openlibrary:OL62297705M,0.7,https://openlibrary.org/books/OL62297705M,https://www.amazon.com/s?k=The+principle+of+relativity,,,,,,,
2147,Über die Spaltungsproducte der Nucleïnsäure,de,1894,Reichsdruckerei,,,,,,81933987,openlibrary:OL62343972M,0.7,https://openlibrary.org/books/OL62343972M,https://www.amazon.com/s?k=%C3%9Cber+die+Spaltungsproducte+der+Nucle%C3%AFns%C3%A4ure,,,,,,,
1427,Leitfaden für medicinisch-chemische kurse,de,1898,Fischer's Medicin. buchhandlung H. Kornfeld,,,,,,17808387,openlibrary:OL62365878M,0.7,https://openlibrary.org/books/OL62365878M,https://www.amazon.com/s?k=Leitfaden+f%C3%BCr+medicinisch-chemische+kurse,,,,,,,
2148,הפיזיקה החדשה,heb,1947,הקיבוץ הארצי השומר הצעיר,,,,,,988842648,openlibrary:OL62369873M,0.7,https://openlibrary.org/books/OL62369873M,https://www.amazon.com/s?k=%D7%94%D7%A4%D7%99%D7%96%D7%99%D7%A7%D7%94+%D7%94%D7%97%D7%93%D7%A9%D7%94,,,,,,,
1675,Alcoholic fermentation,en,1932,"Longmans, Green",,,,,,3256694,openlibrary:OL6278178M,0.7,https://openlibrary.org/books/OL6278178M,https://www.amazon.com/s?k=Alcoholic+fermentation,,,,,,,
2169,Assault on atoms,en,1932,,,,,,,1374272,openlibrary:OL6284709M,0.7,https://openlibrary.org/books/OL6284709M,https://www.amazon.com/s?k=Assault+on+atoms,,,,,,,
1610,The fight against war,en,1933,The John Day Company,,,,,,932967,openlibrary:OL6286865M,0.7,https://openlibrary.org/books/OL6286865M,https://www.amazon.com/s?k=The+fight+against+war,,,,,,,
